make,year,engine_cc,mileage_km,doors,fuel_type,transmission,body_type,state,price,senatran_state,senatran_log_total_fleet,senatran_car_share,senatran_moto_share,senatran_heavy_share,senatran_implement_share
honda,2012,1000,167397,4,eletrico,automatico,suv,pr,29819.68,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
honda,2012,1000,146538,4,flex,automatico,suv,pe,31193.29,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2025,1400,13921,4,flex,automatico,suv,ba,112910.34,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2025,3000,1784,4,diesel,automatico,hatch,rj,142172.11,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
chevrolet,2012,1000,180609,2,diesel,automatico,suv,rs,34771.01,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2013,1400,146210,2,flex,automatico,suv,mg,49623.33,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2017,1000,101307,4,flex,automatico,suv,ba,65714.04,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
volkswagen,2015,3000,103656,4,flex,automatico,hatch,rs,75166.62,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2017,1000,101215,4,flex,automatico,hatch,pe,62907.38,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2010,1400,155641,4,flex,automatico,sedan,pe,37215.59,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2017,1600,84241,4,flex,automatico,hatch,rj,73640.71,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
hyundai,2013,1600,167406,4,gasolina,automatico,sedan,mg,46306.19,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
hyundai,2020,1400,83787,2,flex,automatico,picape,sp,81853.7,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2010,1400,198381,4,flex,manual,sedan,sp,18725.77,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
honda,2017,1400,93495,4,flex,manual,suv,pe,61987.33,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2013,1000,155284,4,diesel,manual,hatch,rs,37440.96,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2015,1000,131945,4,diesel,automatico,hatch,mg,56576.04,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2017,1400,90624,2,flex,manual,hatch,rs,62227.87,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
chevrolet,2013,1000,178550,4,flex,automatico,sedan,mg,36084.18,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
ford,2023,1000,49160,4,hibrido,automatico,picape,mg,98370.42,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
ford,2012,1600,164685,4,flex,manual,hatch,pe,26400.08,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2025,3000,12403,4,flex,automatico,suv,rs,135352.34,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2023,1600,39125,4,flex,manual,sedan,pe,102822.34,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2018,1000,65373,4,flex,manual,picape,mg,69820.35,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
bmw,2012,1000,164292,4,flex,automatico,hatch,ba,70098.94,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2018,3000,85770,4,eletrico,automatico,hatch,rj,95625.83,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
ford,2022,1000,32975,4,gasolina,automatico,hatch,mg,103719.08,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
chevrolet,2011,1000,175783,4,flex,manual,sedan,ba,20450.26,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2025,1600,38965,4,eletrico,automatico,hatch,mg,122371.52,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
volkswagen,2023,1600,45612,2,flex,manual,suv,ba,91989.32,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2011,1600,171432,4,flex,manual,suv,rs,12000.0,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2011,1000,188588,4,flex,manual,suv,sp,19630.74,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
volkswagen,2015,1000,152990,4,gasolina,manual,sedan,pr,34427.67,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
honda,2012,3000,181869,4,flex,manual,hatch,mg,46657.39,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2025,1000,12894,4,flex,manual,sedan,pr,106055.41,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
ford,2022,1600,38295,4,gasolina,automatico,picape,mg,113392.75,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
bmw,2018,1600,106473,4,gasolina,manual,suv,rs,106229.03,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2013,1600,161902,4,gasolina,manual,suv,rs,39244.0,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2010,1400,205427,4,flex,manual,suv,ba,20170.91,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2013,1000,165527,4,flex,automatico,hatch,mg,40513.44,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2010,1600,207743,4,flex,manual,hatch,rs,15750.17,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2023,2000,27971,4,flex,automatico,hatch,rs,121661.73,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2014,2000,163760,4,eletrico,automatico,sedan,mg,49887.25,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2025,1000,14963,4,flex,manual,hatch,ba,108871.79,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2013,1000,187128,4,flex,automatico,sedan,ba,62692.95,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2017,2000,97662,4,gasolina,manual,suv,ba,71870.42,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2025,1600,38039,4,flex,automatico,suv,ba,119959.1,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2017,2000,110968,4,flex,automatico,suv,sp,120237.07,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
bmw,2016,1000,110228,4,diesel,manual,picape,mg,79640.93,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2012,1600,160741,4,diesel,manual,hatch,pe,31084.41,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
bmw,2010,1600,187194,4,gasolina,automatico,hatch,sp,68234.31,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
honda,2025,1600,18362,4,flex,automatico,suv,rs,123622.29,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2010,1400,199842,4,flex,manual,hatch,sp,17725.23,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
volkswagen,2025,1000,3394,4,gasolina,automatico,hatch,pe,112210.22,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2021,1600,59634,4,flex,automatico,sedan,pe,94800.81,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2020,1000,104134,4,flex,automatico,hatch,pe,85605.11,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2012,1400,193913,4,diesel,manual,sedan,ba,26455.5,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2015,3000,138544,4,flex,automatico,sedan,rs,77595.2,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
hyundai,2016,1400,120570,4,gasolina,automatico,sedan,sp,63138.56,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
bmw,2015,2000,133800,4,flex,manual,suv,sp,85514.57,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
ford,2023,1000,45202,4,flex,automatico,sedan,mg,106388.75,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2023,1600,20658,4,flex,automatico,hatch,sp,115117.46,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
bmw,2015,3000,128139,4,diesel,automatico,hatch,rs,123807.33,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
bmw,2015,1000,106971,4,flex,manual,sedan,ba,78376.44,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2022,1000,53988,4,flex,automatico,suv,mg,135014.66,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
bmw,2012,1400,177707,4,gasolina,manual,suv,sp,57586.23,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
bmw,2015,1000,124752,4,gasolina,automatico,suv,mg,89573.93,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2017,1600,131609,4,hibrido,manual,hatch,pr,65841.18,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
hyundai,2020,2000,53613,4,flex,automatico,sedan,mg,88597.37,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
chevrolet,2020,1400,50034,4,flex,automatico,sedan,pe,91270.24,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2011,1000,183366,4,hibrido,manual,sedan,ba,16179.05,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2014,1400,159706,4,gasolina,automatico,sedan,pe,80334.31,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
bmw,2023,1600,61258,4,flex,automatico,sedan,pr,143437.36,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
volkswagen,2010,1000,185116,4,flex,manual,sedan,pe,19836.03,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2021,1600,76180,4,diesel,automatico,suv,pr,94606.61,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
hyundai,2024,1600,23422,4,flex,automatico,hatch,mg,117714.13,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2025,1600,9410,4,gasolina,manual,suv,rs,115860.04,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2010,1000,205254,2,flex,manual,hatch,ba,12000.0,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
ford,2014,1600,153784,4,flex,manual,hatch,rs,38685.69,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2021,1000,36354,4,gasolina,manual,picape,ba,91589.12,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2022,1000,70148,4,flex,automatico,picape,ba,94953.78,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2025,2000,32701,4,flex,manual,hatch,pe,118569.26,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2012,1600,158616,4,flex,automatico,sedan,pe,38375.05,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2013,1000,161937,4,flex,automatico,hatch,rs,36913.35,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2012,1000,175410,4,gasolina,manual,sedan,rj,23807.83,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
toyota,2025,1000,15910,4,diesel,automatico,suv,pr,107442.88,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
hyundai,2010,1000,183745,4,gasolina,automatico,picape,pe,13998.08,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2025,1000,1925,4,flex,automatico,suv,pe,114207.51,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2010,1000,191616,4,flex,manual,sedan,pe,15870.2,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2021,1400,77590,4,flex,manual,suv,mg,81395.81,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
ford,2021,1600,68154,4,eletrico,automatico,sedan,rs,91382.87,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2023,1600,30440,4,diesel,automatico,picape,rs,107060.57,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2022,1600,59575,4,diesel,automatico,suv,pe,99987.04,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2023,1000,0,4,flex,automatico,sedan,mg,106730.71,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2014,3000,161231,4,flex,manual,sedan,pe,70642.96,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2015,2000,105904,4,flex,automatico,hatch,pr,73887.5,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
bmw,2012,2000,162563,4,flex,manual,hatch,mg,78739.42,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
volkswagen,2021,2000,43204,4,flex,manual,suv,pe,102862.3,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2018,2000,76579,4,eletrico,automatico,sedan,ba,81519.05,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2014,1400,161412,4,flex,manual,sedan,rj,34476.38,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2017,1000,100984,4,flex,automatico,sedan,ba,60818.05,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2022,1600,53197,4,flex,automatico,suv,rj,144892.98,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
hyundai,2010,1600,191296,4,eletrico,manual,hatch,mg,17769.64,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2023,1600,43155,4,flex,automatico,suv,ba,102969.97,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
volkswagen,2014,1400,145152,4,gasolina,automatico,suv,pr,48872.22,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
volkswagen,2024,1000,4755,4,eletrico,automatico,picape,ba,111093.72,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2012,1400,182944,4,flex,manual,sedan,rs,29700.47,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
hyundai,2021,2000,52593,4,gasolina,manual,hatch,rj,96865.81,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
toyota,2010,1600,168651,4,flex,automatico,sedan,rj,27761.45,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
chevrolet,2013,1400,149578,4,flex,manual,sedan,pe,41291.58,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2024,1000,46511,4,diesel,manual,hatch,pr,94827.38,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
ford,2022,1400,60753,4,gasolina,automatico,suv,rj,98905.67,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2014,2000,138770,4,flex,manual,sedan,rj,54618.37,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2025,1600,6761,4,flex,automatico,suv,pe,120476.74,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2016,1600,115175,4,flex,manual,hatch,pr,56076.99,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
bmw,2010,1400,223151,4,flex,automatico,suv,ba,59285.69,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
chevrolet,2025,1600,17729,2,flex,automatico,suv,mg,117751.98,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
ford,2012,1000,174450,4,flex,manual,suv,ba,22908.54,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2025,1600,27454,4,flex,manual,suv,rs,115360.61,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2011,1400,183581,4,diesel,automatico,suv,rs,42033.31,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
chevrolet,2018,1400,92114,4,flex,automatico,picape,rj,80009.92,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
hyundai,2019,1600,81054,4,flex,automatico,sedan,rs,87905.1,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2024,2000,22925,4,flex,manual,sedan,mg,116215.26,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2015,1000,131441,4,diesel,manual,hatch,rj,39417.9,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
chevrolet,2019,2000,94914,4,flex,automatico,hatch,pe,88840.88,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2012,1000,168779,4,flex,automatico,hatch,rs,33534.32,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2017,1400,118989,4,flex,automatico,hatch,pe,70059.57,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2023,1000,34789,4,gasolina,automatico,hatch,sp,103864.19,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
ford,2017,1400,109179,4,flex,automatico,hatch,sp,71821.65,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
ford,2011,1400,150026,4,diesel,automatico,hatch,sp,35238.76,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
volkswagen,2025,1000,25744,4,hibrido,manual,picape,pe,105931.44,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
bmw,2024,1400,29197,4,gasolina,automatico,hatch,sp,142281.31,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
chevrolet,2015,2000,146970,4,gasolina,automatico,suv,ba,60854.96,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
volkswagen,2016,1000,76556,4,flex,manual,hatch,sp,64470.77,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2011,1600,211325,4,flex,automatico,picape,rj,31595.29,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
honda,2024,1400,21906,4,hibrido,automatico,suv,pr,114409.49,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
bmw,2020,1600,88622,4,flex,automatico,suv,ba,133387.32,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
ford,2019,1000,68401,4,flex,automatico,suv,pr,73435.68,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
volkswagen,2011,1000,189191,4,gasolina,automatico,hatch,rj,20574.07,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
bmw,2019,1000,68198,4,flex,manual,picape,rj,115833.86,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
hyundai,2010,1000,182643,4,flex,automatico,suv,mg,22833.35,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
chevrolet,2017,1000,136710,4,flex,automatico,suv,ba,59780.58,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2010,1600,189139,2,flex,automatico,suv,pr,22833.13,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
honda,2018,2000,99261,4,diesel,manual,sedan,sp,77349.33,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
toyota,2020,2000,85051,4,flex,manual,suv,rj,88964.65,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2015,1600,139435,4,flex,automatico,hatch,sp,53312.28,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
honda,2025,1000,14256,4,flex,automatico,sedan,pr,114660.22,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
toyota,2016,1000,125474,4,gasolina,automatico,hatch,pe,56501.32,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2022,1400,84051,4,gasolina,automatico,picape,ba,97472.24,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2019,1000,83135,4,flex,automatico,hatch,rs,72433.5,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
hyundai,2016,1400,123016,4,gasolina,automatico,hatch,pe,69607.34,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2019,1400,99759,4,flex,automatico,sedan,pe,84915.27,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
bmw,2012,1400,184582,4,eletrico,manual,suv,rs,61296.82,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
hyundai,2011,1400,197805,2,flex,automatico,suv,rj,28547.16,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2018,2000,105580,4,gasolina,automatico,hatch,mg,81480.89,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2017,1600,90854,4,flex,manual,hatch,sp,63180.36,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
ford,2022,1400,72501,4,flex,manual,suv,rj,87707.7,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2021,2000,42804,4,flex,manual,picape,mg,95728.05,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2019,3000,88539,4,diesel,automatico,suv,sp,109283.49,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
bmw,2016,1400,108685,4,flex,manual,sedan,pr,97230.34,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
