make,year,engine_cc,mileage_km,doors,fuel_type,transmission,body_type,state,actual_price,rf_prediction,tf_prediction,rf_error,tf_error,rf_abs_error,tf_abs_error,tf_better,error_difference
bmw,2013,1600,159806,4,flex,automatico,picape,mg,80816.18,76173.07440000006,81924.984,-4643.105599999937,1108.804375000007,4643.105599999937,1108.804375000007,True,3534.30122499993
volkswagen,2019,1600,82753,4,flex,manual,sedan,rs,69976.5,79899.15326666676,77354.01,9922.653266666763,7377.5078125,9922.653266666763,7377.5078125,True,2545.1454541667626
volkswagen,2025,1400,23491,4,diesel,manual,suv,rs,112036.37,108204.7870333334,111084.234,-3831.582966666596,-952.1356249999953,3831.582966666596,952.1356249999953,True,2879.4473416666006
ford,2019,1600,71663,2,flex,automatico,suv,rj,87430.6,83982.89880000011,86367.875,-3447.701199999894,-1062.7250000000058,3447.701199999894,1062.7250000000058,True,2384.976199999888
bmw,2020,1600,88622,4,flex,automatico,suv,ba,133387.32,117761.60340000015,124343.234,-15625.716599999854,-9044.085625000007,15625.716599999854,9044.085625000007,True,6581.630974999847
bmw,2015,2000,127380,4,diesel,automatico,sedan,mg,101475.77,104413.22773333311,101213.14,2937.457733333111,-262.6293750000041,2937.457733333111,262.6293750000041,True,2674.8283583331067
chevrolet,2025,1000,14843,4,diesel,manual,hatch,pr,105217.25,106552.35083333332,107198.58,1335.1008333333157,1981.328125,1335.1008333333157,1981.328125,False,-646.2272916666843
bmw,2015,1400,147804,4,flex,automatico,hatch,ba,86032.47,88244.2876333333,90914.58,2211.817633333296,4882.108124999999,2211.817633333296,4882.108124999999,False,-2670.290491666703
chevrolet,2010,1000,176681,4,flex,automatico,suv,pe,16773.21,24624.558399999947,22962.334,7851.348399999948,6189.123984375001,7851.348399999948,6189.123984375001,True,1662.2244156249471
honda,2025,1400,19072,4,flex,manual,hatch,rs,111282.89,107349.78989999987,111056.95,-3933.100100000127,-225.93687499999942,3933.100100000127,225.93687499999942,True,3707.1632250001276
ford,2022,1000,32975,4,gasolina,automatico,hatch,mg,103719.08,100162.08720000008,98305.984,-3556.99279999992,-5413.095625000002,3556.99279999992,5413.095625000002,False,-1856.1028250000818
chevrolet,2012,1600,169994,4,flex,automatico,suv,rs,39546.97,41275.16213333337,40111.605,1728.1921333333667,564.6354687499988,1728.1921333333667,564.6354687499988,True,1163.5566645833678
ford,2011,1000,172758,4,gasolina,automatico,suv,pe,33389.37,29580.354233333303,27205.219,-3809.0157666667,-6184.151250000003,3809.0157666667,6184.151250000003,False,-2375.1354833333025
honda,2012,1400,174105,2,diesel,manual,suv,pe,35182.17,27135.005133333347,28445.68,-8047.1648666666515,-6736.490312499998,8047.1648666666515,6736.490312499998,True,1310.6745541666533
toyota,2011,1600,199073,4,diesel,manual,hatch,pe,25918.06,28204.78143333342,24123.178,2286.7214333334196,-1794.8822656250013,2286.7214333334196,1794.8822656250013,True,491.83916770841824
hyundai,2013,1600,166694,2,flex,automatico,suv,sp,45957.76,46563.54189999999,45159.055,605.7818999999872,-798.705312500002,605.7818999999872,798.705312500002,False,-192.92341250001482
hyundai,2010,1600,189985,4,flex,manual,suv,pe,17729.76,23802.893333333363,20838.986,6073.133333333364,3109.2263281250016,6073.133333333364,3109.2263281250016,True,2963.9070052083625
ford,2012,3000,175270,4,gasolina,automatico,suv,sp,62701.34,51026.10816666668,55624.797,-11675.231833333317,-7076.5431249999965,11675.231833333317,7076.5431249999965,True,4598.68870833332
honda,2024,2000,48918,4,diesel,automatico,sedan,rj,114393.59,118334.85659999997,119635.67,3941.2665999999736,5242.0818750000035,3941.2665999999736,5242.0818750000035,False,-1300.81527500003
ford,2025,1000,20546,4,flex,automatico,sedan,ba,108030.92,112243.7575333332,114350.73,4212.837533333208,6319.806562500002,4212.837533333208,6319.806562500002,False,-2106.969029166794
bmw,2016,2000,154483,2,gasolina,manual,suv,rj,93343.14,91657.25719999992,92528.03,-1685.8828000000794,-815.1087499999994,1685.8828000000794,815.1087499999994,True,870.77405000008
bmw,2012,1000,190819,4,flex,automatico,hatch,rs,64248.54,65981.06856666665,65364.953,1732.5285666666532,1116.4131249999991,1732.5285666666532,1116.4131249999991,True,616.1154416666541
chevrolet,2024,1000,46511,4,diesel,manual,hatch,pr,94827.38,100902.7289666667,98233.14,6075.348966666701,3405.7606249999953,6075.348966666701,3405.7606249999953,True,2669.5883416667057
hyundai,2019,1400,86880,4,flex,manual,sedan,rs,65408.52,73155.25386666665,74603.43,7746.733866666655,9194.909687500003,7746.733866666655,9194.909687500003,False,-1448.1758208333486
chevrolet,2021,2000,40793,4,flex,automatico,hatch,mg,105984.22,103191.26053333346,105521.53,-2792.959466666536,-462.68875000000116,2792.959466666536,462.68875000000116,True,2330.270716666535
toyota,2025,1000,25344,4,flex,automatico,hatch,pr,117690.91,114130.03539999976,113510.67,-3560.874600000243,-4180.2381250000035,3560.874600000243,4180.2381250000035,False,-619.3635249997606
chevrolet,2024,1400,37069,4,flex,automatico,picape,rs,110900.16,111847.31369999987,111997.5,947.1536999998643,1097.3399999999965,947.1536999998643,1097.3399999999965,False,-150.18630000013218
honda,2016,2000,128374,4,flex,manual,suv,mg,64265.73,66277.95523333324,61336.234,2012.2252333332362,-2929.495625000003,2012.2252333332362,2929.495625000003,False,-917.270391666767
volkswagen,2022,1600,59575,4,diesel,automatico,suv,pe,99987.04,99189.29463333344,102745.69,-797.7453666665533,2758.6475000000064,797.7453666665533,2758.6475000000064,False,-1960.902133333453
bmw,2024,1000,15113,4,diesel,automatico,sedan,rs,153005.74,147873.5411666666,146166.55,-5132.198833333387,-6839.193124999991,5132.198833333387,6839.193124999991,False,-1706.994291666604
hyundai,2013,1400,173835,4,flex,automatico,picape,pe,38825.22,43134.41046666675,42624.46,4309.190466666747,3799.240937499999,4309.190466666747,3799.240937499999,True,509.9495291667481
honda,2013,1000,118508,4,gasolina,automatico,hatch,pr,49008.29,43862.87006666662,45072.965,-5145.419933333382,-3935.325156250001,5145.419933333382,3935.325156250001,True,1210.094777083381
hyundai,2010,1000,171969,4,diesel,manual,hatch,sp,15072.01,17477.046366666644,17417.69,2405.0363666666435,2345.679453125,2405.0363666666435,2345.679453125,True,59.356913541643735
bmw,2021,1400,69815,4,flex,automatico,sedan,pe,122532.43,122924.30380000015,128828.67,391.8738000001613,6296.241875000007,391.8738000001613,6296.241875000007,False,-5904.368074999846
honda,2020,1600,95979,4,flex,automatico,hatch,sp,84799.0,87519.98706666651,87811.01,2720.9870666665083,3012.0078125,2720.9870666665083,3012.0078125,False,-291.0207458334917
ford,2013,1600,145834,4,hibrido,automatico,sedan,rj,48314.62,49287.77613333319,47912.492,973.1561333331847,-402.1278125000026,973.1561333331847,402.1278125000026,True,571.0283208331821
chevrolet,2013,2000,155465,4,gasolina,automatico,hatch,pr,59172.67,50159.26856666652,51531.86,-9013.401433333478,-7640.810624999998,9013.401433333478,7640.810624999998,True,1372.5908083334798
volkswagen,2023,1400,42715,4,flex,automatico,picape,pe,112675.66,103951.6263000002,107078.734,-8724.033699999796,-5596.9256250000035,8724.033699999796,5596.9256250000035,True,3127.1080749997927
hyundai,2012,1000,172886,4,flex,automatico,picape,ba,33000.68,33250.7417666667,34188.617,250.06176666670217,1187.9371874999997,250.06176666670217,1187.9371874999997,False,-937.8754208332975
toyota,2017,1600,70045,4,flex,manual,sedan,mg,72799.33,67933.67309999985,70270.36,-4865.656900000147,-2528.9706250000017,4865.656900000147,2528.9706250000017,True,2336.6862750001455
volkswagen,2019,1000,73677,4,flex,manual,sedan,pr,74889.75,74263.0728333333,71352.94,-626.6771666667046,-3536.8125,626.6771666667046,3536.8125,False,-2910.1353333332954
honda,2015,1600,140828,4,flex,manual,suv,ba,49651.42,51185.236766666625,50573.016,1533.8167666666268,921.5956250000017,1533.8167666666268,921.5956250000017,True,612.221141666625
chevrolet,2018,1400,101544,4,flex,manual,picape,pe,65016.94,72134.79420000002,67030.07,7117.854200000016,2013.1303124999977,7117.854200000016,2013.1303124999977,True,5104.7238875000185
honda,2010,3000,190390,4,flex,manual,suv,sp,42954.96,38736.3035333332,37045.363,-4218.656466666798,-5909.596718749999,4218.656466666798,5909.596718749999,False,-1690.940252083201
volkswagen,2022,1400,75811,4,gasolina,automatico,picape,rj,90468.43,98776.83133333316,98749.22,8308.401333333168,8280.788750000007,8308.401333333168,8280.788750000007,True,27.612583333160728
hyundai,2021,1000,40806,4,gasolina,manual,suv,sp,84130.82,90701.75263333338,85364.47,6570.932633333374,1233.648749999993,6570.932633333374,1233.648749999993,True,5337.283883333381
hyundai,2023,1400,9587,2,flex,automatico,suv,mg,111697.58,112142.40343333356,111361.11,444.82343333355675,-336.47062500000175,444.82343333355675,336.47062500000175,True,108.352808333555
chevrolet,2016,1600,146918,4,flex,automatico,picape,pe,62018.22,55993.458900000114,61747.15,-6024.761099999887,-271.07156250000116,6024.761099999887,271.07156250000116,True,5753.689537499886
ford,2023,1600,58360,4,flex,manual,sedan,ba,96214.68,96150.2980000002,98827.61,-64.38199999979406,2612.929375000007,64.38199999979406,2612.929375000007,False,-2548.547375000213
chevrolet,2013,1000,155284,4,diesel,manual,hatch,rs,37440.96,31642.632199999945,32299.877,-5798.327800000054,-5141.083046874999,5798.327800000054,5141.083046874999,True,657.2447531250546
hyundai,2015,1400,117024,4,diesel,manual,sedan,pe,57411.03,48083.32626666651,52646.836,-9327.703733333488,-4764.194062499999,9327.703733333488,4764.194062499999,True,4563.5096708334895
hyundai,2012,1600,144442,4,flex,manual,sedan,rs,40018.95,37703.99796666666,36940.477,-2314.952033333335,-3078.473437499997,2314.952033333335,3078.473437499997,False,-763.5214041666623
hyundai,2011,1600,171432,4,flex,manual,suv,rs,12000.0,31416.027366666705,28085.268,19416.027366666705,16085.267578125,19416.027366666705,16085.267578125,True,3330.7597885417053
hyundai,2021,1600,76180,4,diesel,automatico,suv,pr,94606.61,92965.33333333321,95836.0,-1641.2766666667885,1229.3899999999994,1641.2766666667885,1229.3899999999994,True,411.8866666667891
ford,2018,2000,83351,4,diesel,automatico,hatch,ba,79637.68,83566.47950000003,86052.2,3928.7995000000374,6414.523125000007,3928.7995000000374,6414.523125000007,False,-2485.7236249999696
bmw,2019,2000,93462,4,flex,manual,suv,mg,111724.86,119633.19096666669,115368.02,7908.33096666669,3643.1634374999994,7908.33096666669,3643.1634374999994,True,4265.167529166691
volkswagen,2018,3000,106616,4,flex,manual,sedan,pr,89923.38,91681.88053333298,86000.9,1758.5005333329755,-3922.4815625000047,1758.5005333329755,3922.4815625000047,False,-2163.981029167029
honda,2013,2000,126093,4,hibrido,manual,suv,pr,52413.24,43462.21456666657,46149.01,-8951.02543333343,-6264.228281249998,8951.02543333343,6264.228281249998,True,2686.7971520834326
honda,2018,2000,95013,4,gasolina,automatico,sedan,rs,85981.57,86139.77656666664,83122.086,158.20656666663126,-2859.484062500007,158.20656666663126,2859.484062500007,False,-2701.2774958333757
ford,2011,3000,176269,4,gasolina,automatico,suv,pr,52109.76,45431.06159999994,50598.555,-6678.698400000059,-1511.205312500002,6678.698400000059,1511.205312500002,True,5167.493087500057
volkswagen,2018,1000,121035,4,flex,manual,sedan,rs,57821.56,63857.39039999999,59846.492,6035.830399999992,2024.9321875000023,6035.830399999992,2024.9321875000023,True,4010.8982124999893
toyota,2024,2000,34168,4,flex,manual,suv,mg,111564.12,111545.33406666685,111807.1,-18.785933333143475,242.98156250000466,18.785933333143475,242.98156250000466,False,-224.19562916686118
volkswagen,2020,1000,89859,4,flex,manual,sedan,sp,74138.25,76173.75706666669,73805.75,2035.507066666687,-332.5,2035.507066666687,332.5,True,1703.007066666687
volkswagen,2018,1000,105531,4,eletrico,manual,sedan,rs,60876.53,67600.97196666677,61122.28,6724.441966666767,245.75125000000116,6724.441966666767,245.75125000000116,True,6478.690716666766
ford,2023,1000,32790,4,flex,manual,picape,ba,98760.13,96753.65430000002,95258.016,-2006.4756999999809,-3502.1143750000047,2006.4756999999809,3502.1143750000047,False,-1495.6386750000238
bmw,2012,1000,184104,2,eletrico,automatico,hatch,rs,79036.25,62849.96306666662,64314.09,-16186.28693333338,-14722.16015625,16186.28693333338,14722.16015625,True,1464.1267770833801
toyota,2018,1000,112140,4,flex,automatico,sedan,pr,59938.45,70862.22153333327,68817.03,10923.771533333274,8878.581250000003,10923.771533333274,8878.581250000003,True,2045.1902833332715
honda,2025,2000,32701,4,flex,manual,hatch,pe,118569.26,111408.42070000009,116399.91,-7160.839299999905,-2169.3537499999948,7160.839299999905,2169.3537499999948,True,4991.48554999991
toyota,2013,1000,165570,4,gasolina,automatico,sedan,pe,30778.36,36353.38936666673,38180.39,5575.029366666728,7402.030624999999,5575.029366666728,7402.030624999999,False,-1827.0012583332718
chevrolet,2022,2000,37092,4,flex,manual,suv,sp,99298.5,105298.2378666668,101981.66,5999.737866666794,2683.15625,5999.737866666794,2683.15625,True,3316.5816166667937
volkswagen,2025,1400,25425,4,diesel,automatico,suv,ba,132493.11,116000.14693333331,119718.75,-16492.963066666678,-12774.359999999986,16492.963066666678,12774.359999999986,True,3718.603066666692
hyundai,2013,2000,186091,4,gasolina,automatico,sedan,rj,46962.76,46831.727299999904,49251.08,-131.03270000009798,2288.318124999998,131.03270000009798,2288.318124999998,False,-2157.2854249999
toyota,2022,1600,55945,4,flex,automatico,picape,pr,97904.43,101346.06373333333,102410.414,3441.633733333336,4505.984062500007,3441.633733333336,4505.984062500007,False,-1064.3503291666711
chevrolet,2015,1000,155917,4,gasolina,manual,suv,ba,35964.4,43678.68899999998,40748.15,7714.288999999975,4783.7484374999985,7714.288999999975,4783.7484374999985,True,2930.5405624999767
toyota,2025,3000,11406,4,gasolina,automatico,suv,rs,150570.85,135728.1835000003,139051.42,-14842.666499999701,-11519.428125000006,14842.666499999701,11519.428125000006,True,3323.238374999695
bmw,2015,1000,106971,4,flex,manual,sedan,ba,78376.44,88604.33493333336,84050.086,10227.894933333358,5673.645937499998,10227.894933333358,5673.645937499998,True,4554.248995833361
chevrolet,2014,2000,117319,4,eletrico,manual,sedan,rj,54390.96,56448.596799999934,54461.8,2057.6367999999347,70.84078125000087,2057.6367999999347,70.84078125000087,True,1986.7960187499339
toyota,2025,1400,0,4,gasolina,automatico,suv,pe,116310.21,117750.64623333352,121430.34,1440.4362333335157,5120.133749999994,1440.4362333335157,5120.133749999994,False,-3679.697516666478
toyota,2018,1600,100787,4,flex,manual,picape,sp,67889.81,75450.11756666668,69916.84,7560.307566666685,2027.0337500000023,7560.307566666685,2027.0337500000023,True,5533.273816666682
chevrolet,2013,1400,165678,4,flex,manual,hatch,pr,19285.47,34921.00866666663,34920.67,15635.53866666663,15635.201874999999,15635.53866666663,15635.201874999999,True,0.3367916666320525
toyota,2012,3000,174785,4,flex,automatico,sedan,pr,55808.93,51115.83216666662,56550.332,-4693.097833333377,741.4020312499997,4693.097833333377,741.4020312499997,True,3951.695802083377
toyota,2010,1600,207743,4,flex,manual,hatch,rs,15750.17,20143.510166666685,17799.115,4393.340166666685,2048.945234375,4393.340166666685,2048.945234375,True,2344.394932291685
bmw,2010,1000,189375,4,diesel,automatico,suv,sp,61182.59,59813.370933333434,57012.062,-1369.2190666665629,-4170.5274999999965,1369.2190666665629,4170.5274999999965,False,-2801.3084333334336
ford,2021,1000,71082,2,flex,manual,suv,rs,77308.92,85701.91803333336,78554.75,8392.998033333366,1245.8300000000017,8392.998033333366,1245.8300000000017,True,7147.168033333364
ford,2014,3000,144925,4,flex,automatico,sedan,pe,83125.01,71167.71639999983,69567.195,-11957.293600000165,-13557.814687499995,11957.293600000165,13557.814687499995,False,-1600.5210874998302
hyundai,2011,1400,181017,4,gasolina,manual,sedan,rj,23830.93,25403.23630000001,25693.082,1572.306300000011,1862.1520312499997,1572.306300000011,1862.1520312499997,False,-289.8457312499886
chevrolet,2012,2000,171588,4,flex,automatico,suv,rs,39877.03,43968.34996666668,44691.766,4091.319966666684,4814.735625000001,4091.319966666684,4814.735625000001,False,-723.415658333317
bmw,2010,1400,187972,4,gasolina,automatico,hatch,pe,65734.93,66732.06176666655,61400.785,997.1317666665564,-4334.144843749993,997.1317666665564,4334.144843749993,False,-3337.0130770834367
hyundai,2013,1000,169452,4,flex,manual,sedan,sp,23745.82,31801.39609999989,30645.115,8055.576099999889,6899.295234375,8055.576099999889,6899.295234375,True,1156.280865624889
honda,2015,1400,159007,2,hibrido,automatico,hatch,ba,53667.5,53015.697700000004,51289.92,-651.8022999999957,-2377.578125,651.8022999999957,2377.578125,False,-1725.7758250000043
ford,2021,1600,63358,4,flex,automatico,suv,mg,92633.36,93445.18236666656,96432.17,811.8223666665581,3798.8118749999994,811.8223666665581,3798.8118749999994,False,-2986.9895083334413
bmw,2016,1600,126424,4,flex,manual,sedan,sp,93323.43,96722.72320000002,92309.41,3399.293200000029,-1014.023749999993,3399.293200000029,1014.023749999993,True,2385.269450000036
volkswagen,2013,1000,156855,4,eletrico,automatico,hatch,ba,41139.73,36374.3656666666,39943.516,-4765.364333333404,-1196.2143750000032,4765.364333333404,1196.2143750000032,True,3569.1499583334007
honda,2022,1000,74284,4,flex,automatico,suv,pr,96558.03,98047.56649999986,92105.164,1489.5364999998565,-4452.865937499999,1489.5364999998565,4452.865937499999,False,-2963.3294375001424
hyundai,2010,1600,189139,2,flex,automatico,suv,pr,22833.13,28334.360866666702,27925.451,5501.230866666701,5092.321171874999,5501.230866666701,5092.321171874999,True,408.90969479170235
volkswagen,2011,1000,189191,4,gasolina,automatico,hatch,rj,20574.07,28574.19630000002,27580.615,8000.126300000022,7006.545234375,8000.126300000022,7006.545234375,True,993.5810656250214
chevrolet,2012,1000,199111,4,flex,automatico,picape,pe,36023.22,30921.144600000058,28675.85,-5102.075399999943,-7347.370390625001,5102.075399999943,7347.370390625001,False,-2245.294990625058
toyota,2012,1400,127451,4,flex,manual,hatch,sp,27222.18,32782.757733333325,36799.285,5560.577733333324,9577.10515625,5560.577733333324,9577.10515625,False,-4016.5274229166753
ford,2024,2000,21938,4,eletrico,automatico,sedan,rs,127361.93,120176.1994333332,119911.336,-7185.730566666796,-7450.594062499993,7185.730566666796,7450.594062499993,False,-264.8634958331968
toyota,2024,1400,14056,4,flex,manual,hatch,pr,98891.81,107866.47160000005,107329.16,8974.66160000005,8437.346250000002,8974.66160000005,8437.346250000002,True,537.315350000048
honda,2020,1000,57700,4,flex,automatico,hatch,pe,90302.49,85479.25319999995,86127.53,-4823.236800000057,-4174.958750000005,4823.236800000057,4174.958750000005,True,648.2780500000517
honda,2015,1000,122433,4,gasolina,manual,hatch,rj,47947.3,41641.54993333331,46931.96,-6305.7500666666965,-1015.3390625000029,6305.7500666666965,1015.3390625000029,True,5290.411004166694
chevrolet,2017,2000,100918,4,flex,automatico,hatch,ba,82720.92,80132.7876333334,78935.484,-2588.1323666665994,-3785.4356249999983,2588.1323666665994,3785.4356249999983,False,-1197.3032583333988
bmw,2014,1000,144732,2,flex,manual,suv,pe,81661.55,82318.90406666689,71843.68,657.354066666885,-9817.870312500003,657.354066666885,9817.870312500003,False,-9160.516245833118
honda,2024,2000,25699,4,flex,automatico,picape,rs,126593.3,118129.03699999998,120831.89,-8464.26300000002,-5761.409375000003,8464.26300000002,5761.409375000003,True,2702.853625000018
chevrolet,2025,1600,8602,4,diesel,automatico,sedan,rs,124102.88,123295.9582999996,123510.67,-806.9217000003991,-592.2081250000047,806.9217000003991,592.2081250000047,True,214.71357500039448
bmw,2025,1400,15650,4,flex,automatico,hatch,pe,156141.16,151597.19243333326,155029.05,-4543.967566666746,-1112.1131250000035,4543.967566666746,1112.1131250000035,True,3431.854441666743
toyota,2021,1000,80764,4,flex,automatico,hatch,pe,81070.59,88652.20779999984,87320.78,7581.617799999847,6250.1912500000035,7581.617799999847,6250.1912500000035,True,1331.4265499998437
honda,2015,1000,139031,4,flex,manual,sedan,pe,35301.78,42575.07569999992,43175.17,7273.295699999922,7873.391875000001,7273.295699999922,7873.391875000001,False,-600.0961750000788
ford,2011,1000,197428,4,gasolina,manual,hatch,rs,21716.5,18158.662733333345,15636.201,-3557.8372666666546,-6080.298828125,3557.8372666666546,6080.298828125,False,-2522.4615614583454
chevrolet,2016,1000,105968,4,flex,automatico,picape,rs,53667.93,62765.57700000003,60673.434,9097.647000000026,7005.50359375,9097.647000000026,7005.50359375,True,2092.1434062500266
chevrolet,2023,1400,51477,2,flex,automatico,sedan,ba,107616.9,104739.99453333343,105081.91,-2876.9054666665616,-2534.993749999994,2876.9054666665616,2534.993749999994,True,341.9117166665674
hyundai,2014,1400,132690,4,flex,automatico,hatch,mg,41181.3,53865.87519999979,53835.48,12684.575199999788,12654.180468749997,12684.575199999788,12654.180468749997,True,30.39473124979122
bmw,2023,2000,35587,4,flex,automatico,hatch,pr,147327.88,149036.89163333338,150127.8,1709.0116333333717,2799.9168749999953,1709.0116333333717,2799.9168749999953,False,-1090.9052416666236
chevrolet,2010,1000,172367,4,gasolina,automatico,picape,pr,22754.35,23326.581533333283,23290.12,572.2315333332845,535.7691406250015,572.2315333332845,535.7691406250015,True,36.462392708283005
bmw,2015,1400,129467,4,flex,automatico,hatch,sp,85819.57,92663.96186666685,93193.92,6844.391866666847,7374.351874999993,6844.391866666847,7374.351874999993,False,-529.9600083331461
volkswagen,2010,1400,200921,4,gasolina,automatico,sedan,mg,21824.61,23362.40126666669,24879.943,1537.791266666689,3055.3333593749994,1537.791266666689,3055.3333593749994,False,-1517.5420927083105
honda,2023,1000,48508,4,flex,manual,hatch,rs,90350.79,94700.37793333351,92865.85,4349.587933333518,2515.0615625000064,4349.587933333518,2515.0615625000064,True,1834.5263708335115
volkswagen,2010,1400,194915,4,flex,automatico,picape,rs,20790.56,23188.959166666682,25667.057,2398.3991666666807,4876.496640624999,2398.3991666666807,4876.496640624999,False,-2478.097473958318
ford,2012,1400,174292,4,gasolina,automatico,hatch,pe,37686.86,37951.181066666715,36640.375,264.3210666667146,-1046.4850000000006,264.3210666667146,1046.4850000000006,False,-782.163933333286
hyundai,2017,1400,136217,4,flex,manual,sedan,sp,57900.19,59612.7533666667,58429.633,1712.5633666666981,529.4428124999977,1712.5633666666981,529.4428124999977,True,1183.1205541667005
chevrolet,2012,1000,180347,4,flex,automatico,suv,rs,30000.93,31450.23823333333,31305.191,1449.3082333333296,1304.2614062499997,1449.3082333333296,1304.2614062499997,True,145.04682708332984
volkswagen,2023,1400,28036,4,gasolina,manual,suv,ba,108686.71,101128.80606666672,101323.67,-7557.903933333291,-7363.038125000006,7557.903933333291,7363.038125000006,True,194.8658083332848
hyundai,2025,1400,14757,4,flex,manual,picape,pr,109672.06,107378.60886666669,112160.97,-2293.4511333333066,2488.9087500000023,2293.4511333333066,2488.9087500000023,False,-195.45761666669569
volkswagen,2016,1000,136087,4,flex,automatico,sedan,pr,56497.64,57559.357933333355,56603.805,1061.7179333333552,106.16468750000058,1061.7179333333552,106.16468750000058,True,955.5532458333546
chevrolet,2012,1400,164878,4,gasolina,automatico,hatch,sp,44679.32,39843.68673333337,38794.42,-4835.633266666628,-5884.898125,4835.633266666628,5884.898125,False,-1049.264858333372
chevrolet,2010,1600,201888,4,flex,automatico,hatch,ba,20683.99,24711.66066666666,27453.373,4027.670666666658,6769.383046874998,4027.670666666658,6769.383046874998,False,-2741.7123802083406
toyota,2014,2000,132717,4,flex,automatico,hatch,sp,66910.49,58952.77490000001,60324.61,-7957.715099999994,-6585.880625000005,7957.715099999994,6585.880625000005,True,1371.8344749999887
volkswagen,2019,1000,67948,4,hibrido,manual,hatch,pr,66978.79,75839.23473333326,70679.95,8860.444733333265,3701.1631250000064,8860.444733333265,3701.1631250000064,True,5159.281608333258
hyundai,2020,2000,49455,2,flex,automatico,suv,pr,95112.58,94691.64400000001,98692.266,-420.93599999998696,3579.6856249999983,420.93599999998696,3579.6856249999983,False,-3158.7496250000113
hyundai,2012,1000,148199,4,flex,automatico,sedan,rj,41287.75,38939.47073333332,38793.742,-2348.279266666679,-2494.0078125,2348.279266666679,2494.0078125,False,-145.72854583332082
volkswagen,2011,1000,161484,4,gasolina,manual,hatch,pr,18024.57,22381.76673333332,21996.309,4357.19673333332,3971.7385937500003,4357.19673333332,3971.7385937500003,True,385.4581395833193
hyundai,2022,1000,40754,4,flex,automatico,sedan,rs,95451.06,96889.62806666672,98353.02,1438.5680666667176,2901.9634375000023,1438.5680666667176,2901.9634375000023,False,-1463.3953708332847
chevrolet,2014,1400,154621,4,flex,automatico,suv,sp,44084.59,49772.56476666671,49249.055,5687.97476666671,5164.4646875000035,5687.97476666671,5164.4646875000035,True,523.5100791667064
ford,2021,1000,53404,4,flex,automatico,suv,mg,92835.93,94413.7480666665,90692.734,1577.818066666514,-2143.195624999993,1577.818066666514,2143.195624999993,False,-565.3775583334791
ford,2024,1400,23705,4,eletrico,automatico,hatch,pe,114561.17,115383.9773999999,112564.66,822.8073999999033,-1996.5137499999983,822.8073999999033,1996.5137499999983,False,-1173.706350000095
ford,2019,1400,93327,4,diesel,automatico,sedan,mg,84657.3,79428.29579999993,81279.12,-5229.0042000000685,-3378.182812500003,5229.0042000000685,3378.182812500003,True,1850.8213875000656
chevrolet,2012,1000,169628,4,flex,automatico,sedan,sp,30196.21,31715.218999999997,33477.266,1519.0089999999982,3281.055625000001,1519.0089999999982,3281.055625000001,False,-1762.0466250000027
bmw,2021,1400,57834,4,flex,manual,hatch,sp,118474.55,122809.26770000003,122789.16,4334.717700000023,4314.606249999997,4334.717700000023,4314.606249999997,True,20.111450000025798
bmw,2011,2000,170599,4,flex,manual,sedan,sp,65006.44,69017.33573333347,68045.84,4010.8957333334693,3039.4037499999977,4010.8957333334693,3039.4037499999977,True,971.4919833334716
toyota,2016,1400,115789,4,diesel,automatico,hatch,pr,61361.46,64605.3308666666,64697.504,3243.870866666599,3336.043906250001,3243.870866666599,3336.043906250001,False,-92.17303958340199
bmw,2019,1000,95999,4,flex,automatico,sedan,pr,109141.8,112384.40330000021,110879.3,3242.603300000206,1737.496874999997,3242.603300000206,1737.496874999997,True,1505.1064250002091
toyota,2024,1000,30663,4,flex,automatico,hatch,ba,108197.52,109442.71226666676,109193.39,1245.1922666667524,995.8706249999959,1245.1922666667524,995.8706249999959,True,249.32164166675648
honda,2018,2000,111008,4,diesel,manual,suv,pr,79848.16,75121.95659999993,72942.89,-4726.203400000071,-6905.2693750000035,4726.203400000071,6905.2693750000035,False,-2179.065974999932
toyota,2010,2000,169816,2,flex,manual,picape,sp,30149.33,27023.676066666703,27450.709,-3125.6539333332985,-2698.6210156250017,3125.6539333332985,2698.6210156250017,True,427.03291770829674
ford,2014,2000,132791,4,gasolina,automatico,suv,sp,59329.71,58669.13806666664,58969.914,-660.5719333333618,-359.7959374999991,660.5719333333618,359.7959374999991,True,300.7759958333627
hyundai,2012,3000,183598,4,flex,manual,suv,pr,45494.29,46371.35106666652,47450.94,877.0610666665161,1956.6514062499991,877.0610666665161,1956.6514062499991,False,-1079.590339583483
hyundai,2020,1400,73392,4,flex,manual,sedan,rj,82263.29,82623.16933333337,82642.31,359.87933333337423,379.0225000000064,359.87933333337423,379.0225000000064,False,-19.14316666663217
chevrolet,2014,1000,149509,4,flex,manual,suv,sp,45280.26,41393.33909999991,37057.9,-3886.920900000092,-8222.361562500002,3886.920900000092,8222.361562500002,False,-4335.44066249991
volkswagen,2025,2000,29785,4,flex,automatico,sedan,pr,121726.56,123601.41803333293,125225.59,1874.85803333293,3499.0337500000023,1874.85803333293,3499.0337500000023,False,-1624.1757166670723
